,id,spectral_centroid_mean,spectral_centroid_dev,rolloff_point_mean,rolloff_point_dev,flux_mean,flux_dev,variability_mean,variability_dev,compactness_mean,compactness_dev,rms_mean,rms_dev,low_energy_window_mean,low_energy_window_dev,zero_crossing_mean,zero_crossing_dev,title,genre
2830,TRAJSIX12903CBAE2B,13.12,7.359,0.09305,0.05499,0.004307,0.003244,0.006723,0.002255,1680.0,252.5,0.2632,0.08115,0.5083,0.06214,36.05,15.45,"b""Beautiful When You're Green""",Pop_Rock
2831,TRAJDVT128F4252F37,7.643,6.817,0.04832,0.05903,0.003063,0.003125,0.004637,0.002091,1606.0,198.9,0.1778,0.07162,0.5097,0.05625,24.58,17.29,b'Weightless (Demo)',Pop_Rock
2832,TRAJDGB128F42882AC,10.83,12.95,0.07212,0.09825,0.003455,0.006949,0.004681,0.003009,1587.0,198.7,0.1747,0.1031,0.5428,0.04459,31.57,29.27,b'Call Of Da Wild',Rap
2833,TRAJDTK128F429FFDF,6.501,4.498,0.04224,0.03663,0.0007613,0.0007639,0.003243,0.001386,1600.0,199.1,0.1238,0.05072,0.4796,0.0702,16.93,10.07,"b""I'd Like To Be""",Country
2834,TRAJOER128F92F145A,9.552,8.502,0.06795,0.07297,0.008369,0.01096,0.007317,0.00415,1499.0,243.4,0.2766,0.1337,0.5551,0.0485,31.23,21.24,b'These Nest Five Years',Pop_Rock
2835,TRAJOWK128F4263735,21.96,11.69,0.1796,0.08798,0.003416,0.003176,0.004703,0.001855,1587.0,174.6,0.1915,0.05941,0.6052,0.06424,63.83,25.08,"b""It's Going Down""",Pop_Rock
2836,TRAJOLQ128EF346088,8.71,5.474,0.05949,0.04263,0.001429,0.001795,0.004485,0.002108,1867.0,318.7,0.172,0.0745,0.502,0.06433,23.5,13.71,b'Function Of The Sun',Pop_Rock
2837,TRAJOPD128F92FC400,13.76,6.044,0.0863,0.04463,0.0011,0.001304,0.003385,0.001312,1763.0,246.0,0.1318,0.04963,0.5371,0.07035,36.25,13.91,b'Nach Ke VEkha Bhabhiyie',International
2838,TRAJOUG128F4276434,6.937,6.133,0.04721,0.04386,4.131e-05,0.0001687,0.00046,0.0004716,1615.0,210.0,0.01728,0.01707,0.6153,0.08238,18.63,14.25,b'Faroe Cave Song',Jazz
2839,TRAJOIH128F14B08F7,9.523,5.415,0.06048,0.05288,0.0005544,0.0005281,0.002362,0.000995,1694.0,215.2,0.09279,0.03692,0.514,0.04077,28.42,15.13,b'Magic Dragon Theatre',Pop_Rock
2840,TRAJODO12903CD7591,13.43,9.738,0.1063,0.0795,0.0006059,0.0005817,0.002116,0.0008083,1552.0,165.1,0.08212,0.02809,0.582,0.04412,41.4,22.28,b'Running On The Rocks',Pop_Rock
2841,TRAJXQL128F428CAF0,7.225,7.328,0.04564,0.05832,0.001495,0.002353,0.00284,0.001912,1567.0,179.6,0.1066,0.06614,0.5587,0.04007,22.21,18.57,b'Macarena',Latin
2842,TRAJXOF128F933407C,8.394,5.463,0.05707,0.05194,0.006735,0.008837,0.006977,0.003519,1619.0,216.4,0.2653,0.1206,0.565,0.05724,24.88,14.61,b'Otra Parte De Mi (1997 Digital Remaster)',Latin
2843,TRAJXBS12903CDCE2C,7.865,5.405,0.05808,0.05622,0.007512,0.008457,0.007063,0.003143,1565.0,192.6,0.2634,0.09084,0.5696,0.03646,27.59,14.0,b'Decline Of the Western Civilization',Pop_Rock
2844,TRAJXYE128F92C9BD7,10.65,5.132,0.08301,0.0467,0.00134,0.001299,0.003208,0.001196,1594.0,191.6,0.1233,0.0388,0.5646,0.04162,33.55,11.51,b'Let me fly',Pop_Rock
2845,TRAJXNN128E078F945,14.24,15.77,0.09876,0.121,0.002393,0.003623,0.003887,0.002586,1647.0,217.9,0.1478,0.08786,0.5469,0.08728,40.26,34.17,b'Civilized Reggae',Reggae
2846,TRAJXNB128F4261F43,7.292,7.232,0.04301,0.05596,0.001032,0.001456,0.003644,0.001727,1654.0,204.1,0.1406,0.06325,0.5156,0.07612,20.31,19.22,b'Brother',Pop_Rock
2847,TRAJKIG128F92D9132,4.748,5.268,0.03069,0.04288,0.001997,0.006055,0.004043,0.002552,1756.0,269.2,0.1494,0.08822,0.6018,0.07905,14.05,14.44,b'U Complete Me (Blues Version - Bonus Track)',Blues
2848,TRAJKZZ128F4237B19,6.077,5.472,0.03975,0.04892,0.002119,0.004942,0.00343,0.00185,1671.0,260.7,0.1287,0.06095,0.5937,0.07194,19.63,14.86,b'Carovana',International
2849,TRAJYKE128F92E25D7,6.112,4.589,0.03976,0.038,0.003706,0.00451,0.005028,0.002734,1640.0,192.6,0.1919,0.09433,0.527,0.06476,19.21,13.27,b'Now I Got A Woman',Blues
2850,TRAJYTQ12903CDEF60,12.9,5.687,0.09773,0.04327,0.004269,0.005031,0.005508,0.001973,1597.0,186.4,0.2201,0.06296,0.6221,0.04912,37.6,13.34,b'Stolen Pills',Pop_Rock
2851,TRASMER128F4272C1D,10.35,4.097,0.07419,0.03385,0.01446,0.01397,0.01014,0.003601,1535.0,199.6,0.3898,0.1155,0.6071,0.06682,31.29,10.41,b'2 Minutos',Latin
2852,TRASMUR128F42775D6,10.6,15.21,0.07504,0.1113,0.001252,0.00249,0.002716,0.002727,1561.0,195.5,0.09631,0.0862,0.6122,0.04169,29.23,35.13,b'Adnans',Electronic
2853,TRASWFP128E0789E6C,6.063,3.482,0.04114,0.03589,0.00176,0.002051,0.003885,0.001491,1569.0,185.8,0.1457,0.04458,0.5361,0.04602,21.33,10.72,b'Al Svartr (The Oath)',Pop_Rock
2854,TRASWPD128F42B4F7B,6.972,10.85,0.04365,0.07798,0.007972,0.01722,0.007466,0.005517,1760.0,271.7,0.2616,0.1711,0.6947,0.05621,21.68,23.48,b'We Ride',Pop_Rock
2855,TRASWKJ128E0792FE7,14.62,5.642,0.1094,0.04612,0.004057,0.004817,0.00556,0.001829,1605.0,188.6,0.2222,0.05981,0.6054,0.06166,40.68,13.49,b'Flaming Red',Pop_Rock
2856,TRASGKM128F42644C5,8.294,7.937,0.05756,0.07455,0.003362,0.004691,0.004089,0.002177,1598.0,148.1,0.1555,0.06924,0.5789,0.04713,28.6,21.06,b'Street Crab',Pop_Rock
2857,TRASGKG128F426C7D3,7.308,6.021,0.04739,0.0579,0.0009564,0.001571,0.00274,0.001267,1636.0,198.5,0.1051,0.04317,0.5695,0.04812,20.66,16.87,b'Autoroute',International
2858,TRASGMH128F14B04A3,13.73,11.75,0.0886,0.07546,0.001023,0.001,0.003547,0.001715,1689.0,249.8,0.1394,0.06482,0.4837,0.05723,34.98,25.29,b'Conscience (Album Version)',Vocal
2859,TRASGWZ128F4277B34,11.56,6.14,0.09404,0.048,0.006357,0.004736,0.006762,0.002011,1618.0,197.7,0.261,0.06035,0.5447,0.03512,35.06,13.46,b'Cold Stares Of Dead Eyes_ The',Pop_Rock
2860,TRASGGA128F92E8BF8,7.947,8.748,0.04988,0.06278,0.004166,0.009411,0.005498,0.003603,1614.0,207.1,0.2065,0.1258,0.5665,0.06488,24.29,20.76,b'15 Minutes Older',Pop_Rock
2861,TRASHAE128F933915A,3.953,2.652,0.02655,0.02566,0.004323,0.00454,0.005568,0.002474,1583.0,212.4,0.2059,0.07953,0.5494,0.04732,13.34,8.565,b'Fish',Pop_Rock
2862,TRASHIP128F428FC4B,17.4,6.82,0.1301,0.05199,0.004887,0.002915,0.006119,0.001507,1575.0,185.2,0.2496,0.05007,0.5344,0.03956,49.75,14.61,b'Children Of The Revolution',Pop_Rock
2863,TRASHPV128F4281CB1,12.87,5.123,0.1032,0.0341,0.005094,0.007162,0.006696,0.002294,1586.0,204.6,0.2632,0.07559,0.586,0.06276,37.56,11.39,b'Meet Me In The Bathroom',Pop_Rock
2864,TRASHYD128F93119EE,29.05,25.23,0.1976,0.1595,0.008496,0.01155,0.007613,0.005537,1509.0,253.6,0.2914,0.1765,0.5522,0.06458,73.29,48.06,b'CHOKECHAIN (Amended Album Version)',Pop_Rock
2865,TRASCTM128F92F6F3A,4.704,5.767,0.03043,0.04887,0.0004969,0.001102,0.002089,0.001272,1668.0,191.8,0.07651,0.0445,0.5844,0.0763,14.54,15.74,b'Hold Me While I Cry',RnB
2866,TRASCXA128F9323581,8.777,5.152,0.06874,0.04871,0.007089,0.005571,0.007136,0.002404,1599.0,200.8,0.2743,0.08047,0.5337,0.03317,28.11,13.67,b'9:2',Pop_Rock
2867,TRASCWR12903CCC575,10.67,6.388,0.06728,0.04855,0.002238,0.004679,0.004072,0.002043,1602.0,173.1,0.1594,0.07087,0.5817,0.06945,33.04,17.18,"b""Hear My Train A Comin'""",Pop_Rock
2868,TRASCMU12903CF68BA,5.322,3.29,0.03564,0.031,0.005291,0.008172,0.005967,0.002941,1588.0,196.0,0.2221,0.08729,0.6089,0.04233,18.56,9.664,b'Common Ground',Rap
2869,TRASCUS12903CA4D22,6.648,3.786,0.04252,0.04226,0.003464,0.004403,0.004941,0.00197,1616.0,212.9,0.1855,0.06197,0.5704,0.04841,25.32,11.08,b'Chiornie Debri Voini (The Black Abyss of War)',Pop_Rock
2870,TRASCGS128F426C1AF,9.317,6.347,0.07316,0.05752,0.005079,0.006186,0.006222,0.002571,1727.0,226.7,0.234,0.07591,0.5067,0.03905,31.58,14.83,b'Outside The Law',Pop_Rock
2871,TRASCXB128F423D3E7,7.874,4.815,0.05498,0.0419,0.001757,0.002668,0.003366,0.001842,1643.0,211.0,0.1295,0.06431,0.5622,0.05655,25.59,12.69,"b""Runnin' Through The Jungle - Shootin' The Blues""",Pop_Rock
2872,TRASCMB128F422B871,9.091,7.787,0.06497,0.06981,0.007843,0.009069,0.008602,0.003924,1595.0,203.1,0.3141,0.1168,0.5458,0.03222,31.6,19.71,b'Ninja Tattoo',Pop_Rock
2873,TRASRVD128F933624A,10.08,8.959,0.07063,0.07777,0.007644,0.009197,0.00656,0.003258,1558.0,194.3,0.2507,0.1049,0.5364,0.05077,34.09,22.02,b'Me Falta El Aliento',International
2874,TRASRTM128F42892D2,5.903,3.259,0.03966,0.02856,0.005882,0.005538,0.007197,0.002574,1625.0,198.1,0.2703,0.08,0.5268,0.05097,19.19,8.362,b'Tunnel Vision',Pop_Rock
2875,TRASBSO128F1465A78,3.157,1.583,0.01885,0.01078,0.001228,0.001328,0.003114,0.001389,1648.0,177.2,0.114,0.04603,0.5456,0.0418,8.718,4.401,"b""I'm Happy She Said""",Pop_Rock
2876,TRASBQL128F92F0777,11.12,6.479,0.08488,0.05933,0.0001763,0.0001643,0.001359,0.0005126,1648.0,197.0,0.05251,0.01817,0.5651,0.05165,35.13,15.59,b'Io Che Non Vivo Senza Te',Pop_Rock
2877,TRASBZK128F42692CA,12.94,7.657,0.1012,0.06619,0.005215,0.005842,0.006078,0.002302,1581.0,188.4,0.2385,0.07442,0.5969,0.06093,39.03,18.02,b'Crimson Wave',Pop_Rock
2878,TRASBVS12903CDB231,7.391,4.747,0.04984,0.0331,0.001642,0.002371,0.003998,0.001784,1611.0,209.6,0.1529,0.06318,0.5321,0.07055,20.18,11.28,b'All Night Long (Instumental)',Blues
2879,TRASBDT128F1470F0D,8.733,8.249,0.06074,0.07325,0.003152,0.004796,0.004074,0.00235,1644.0,218.8,0.1517,0.07721,0.5924,0.03635,30.58,20.3,b'Spaniolandia',Rap
2880,TRASBUV128F933904E,3.78,4.473,0.02246,0.03088,0.00251,0.005681,0.005144,0.003458,1666.0,246.7,0.1876,0.1203,0.4824,0.09059,9.766,11.33,b'Here_ Swing_ Sing',Latin
2881,TRASBCH128F93369B6,12.11,19.46,0.07629,0.1362,0.008483,0.01284,0.008023,0.00496,1544.0,199.8,0.2981,0.1658,0.5213,0.04544,35.41,42.19,b'Novakane Groove',Rap
2882,TRASFNK12903CF4195,11.1,13.32,0.07006,0.08531,0.003765,0.008492,0.004744,0.003565,1692.0,282.3,0.1804,0.123,0.5706,0.06189,29.62,28.57,b'Scandalous (Soul and R&B)',RnB
2883,TRASFNT128F4265904,12.67,6.736,0.09841,0.05289,0.002458,0.004377,0.004112,0.002529,1559.0,193.3,0.16,0.08337,0.6061,0.09149,37.85,13.87,b'Outro',Rap
2884,TRASFDP12903CD475A,7.264,8.404,0.05049,0.0661,0.003569,0.0053,0.004466,0.00259,1586.0,208.6,0.1688,0.08522,0.5617,0.06428,23.99,20.21,b'So Many Reasons',Pop_Rock
2885,TRASFNS128F145247D,17.02,14.89,0.1191,0.1011,0.005224,0.008898,0.005817,0.004733,1597.0,221.2,0.2185,0.1535,0.6429,0.0582,44.67,31.01,b'Romantic Rights (Jesper Dahlback Remix)',Pop_Rock
2886,TRASFIH128F92F35EF,5.188,4.913,0.03384,0.0401,0.004057,0.006334,0.005638,0.003267,1605.0,232.5,0.1969,0.09702,0.5587,0.05068,16.04,13.18,b'Care',Reggae
2887,TRASQLJ128F4288DD0,12.06,6.729,0.07679,0.04843,0.005669,0.008543,0.006669,0.003622,1686.0,218.6,0.256,0.127,0.5402,0.04416,30.87,15.57,b'Fire and Ice',Rap
2888,TRASQED12903CBAD54,9.818,9.905,0.06712,0.08306,0.000426,0.000975,0.001737,0.001184,1621.0,182.2,0.06523,0.03969,0.5772,0.06063,30.22,25.3,"b""I'll Take A Melody""",Reggae
2889,TRASQFY128F147B760,12.89,13.74,0.09288,0.1123,0.006484,0.01301,0.006896,0.006719,1629.0,223.6,0.2486,0.2062,0.6709,0.06686,40.29,31.95,b'Love That Jazz (Basements Boys Album Vers)',Electronic
2890,TRASQBA128F427B273,12.19,6.47,0.09907,0.05698,0.01312,0.01031,0.009826,0.003147,1529.0,201.7,0.3769,0.0898,0.5539,0.04331,38.15,14.03,b'The Sukkubus Lustrate',Pop_Rock
2891,TRASZQB12903CAAE1B,4.84,4.565,0.0299,0.04229,0.001656,0.001932,0.004308,0.001866,1737.0,240.9,0.164,0.06362,0.5585,0.05456,12.43,12.95,b'Rock The Night',Pop_Rock
2892,TRASZML128F42358CD,9.003,4.6,0.07325,0.0515,0.005454,0.006407,0.006206,0.002877,1613.0,206.7,0.2353,0.08976,0.5858,0.04163,30.92,10.99,b'Prequel To The Sequel (Album Version)',Pop_Rock
2893,TRASZDW128F4269894,7.882,8.817,0.05721,0.07068,0.004486,0.006968,0.004804,0.002916,1677.0,228.1,0.1748,0.09256,0.5731,0.05422,26.15,20.34,b'Under Attack',Jazz
2894,TRASZOF12903CBD87C,4.409,5.332,0.02803,0.04414,0.00269,0.003035,0.005956,0.002819,1559.0,216.5,0.2226,0.09867,0.4914,0.05502,12.46,14.6,b'Gosto de Voc\xc3\xaa Demais',Latin
2895,TRASZIA128F4252D8E,6.488,7.601,0.03851,0.05535,0.0006744,0.000941,0.003028,0.001623,1701.0,226.5,0.1151,0.05813,0.5534,0.0679,16.08,17.89,b'Off The Record',International
2896,TRASZSF128F428B8F3,9.051,6.067,0.06274,0.05044,0.000907,0.001222,0.003125,0.001656,1652.0,178.1,0.1193,0.05984,0.5315,0.09399,25.52,14.64,"b""(I'm So) Afraid Of Losing You Again""",Country
2897,TRASIKR128F9308AD7,11.32,12.14,0.07767,0.0974,0.001214,0.00261,0.002691,0.001693,1597.0,167.1,0.1036,0.05852,0.5854,0.07272,35.93,28.4,b'No Me Acuerdo',Pop_Rock
2898,TRASAUN128F92E3427,8.471,4.313,0.05319,0.03224,0.0008693,0.001251,0.002721,0.001645,1663.0,203.1,0.1046,0.06213,0.5589,0.05926,22.42,10.44,b'Vanhapoika-Severi',Pop_Rock
2899,TRASAXZ128F9342D50,20.3,16.93,0.1407,0.1231,0.002969,0.008072,0.004143,0.004607,1652.0,198.6,0.1539,0.1434,0.6238,0.08342,53.65,38.89,"b""We Put It Down For Y'all (Explicit LP Version)""",Rap
2900,TRASARM12903D03718,7.446,4.47,0.05828,0.03868,0.002287,0.004104,0.004323,0.001721,1611.0,214.4,0.1598,0.05055,0.5918,0.03798,23.85,10.35,b'Dream Baby Dream',Pop_Rock
2901,TRASAIH128F931F567,8.846,4.549,0.065,0.03923,0.005959,0.006347,0.006551,0.002427,1581.0,214.9,0.2504,0.07125,0.5892,0.04279,29.21,12.02,b'Betrayal Is A Symptom',Pop_Rock
2902,TRASAVA128F9309D08,2.849,2.799,0.01806,0.0203,0.0003375,0.0006029,0.001797,0.001271,1648.0,364.8,0.06481,0.04327,0.5869,0.06159,7.115,6.91,b'Fallin in Love Again',Jazz
2903,TRASNDA12903CB1B4B,4.634,2.529,0.02861,0.0217,0.005848,0.005736,0.007343,0.002469,1697.0,237.3,0.2712,0.08026,0.5408,0.06438,15.86,8.255,b'16 MM Dream',Pop_Rock
2904,TRASNRV128F931AE2E,11.56,13.94,0.08598,0.1166,0.002018,0.002416,0.003601,0.001856,1550.0,161.7,0.1353,0.06106,0.5835,0.02751,37.81,33.01,b'Sin',Pop_Rock
2905,TRASNOT128E0791785,7.136,7.403,0.04864,0.05699,0.0007533,0.0008747,0.003151,0.001442,1726.0,260.9,0.1212,0.0514,0.4964,0.06803,19.73,18.05,b'Gone To The Movies',Pop_Rock
2906,TRASPQA128F4273D22,8.074,5.619,0.05218,0.05031,0.00458,0.005903,0.005723,0.002962,1608.0,214.5,0.219,0.1065,0.5518,0.04184,25.34,15.09,"b""Que Arribi L'Estiu""",Latin
2907,TRASPCN128F92DE67E,14.34,7.287,0.1111,0.06676,0.0073,0.009792,0.006615,0.003007,1492.0,256.2,0.2602,0.1026,0.5798,0.04861,43.53,17.0,b'Catholic Knees (Album Version)',Pop_Rock
2908,TRASPVQ128EF35454C,13.69,11.11,0.09257,0.08156,0.001369,0.002223,0.00301,0.002164,1701.0,216.5,0.1134,0.07095,0.5938,0.04775,37.83,24.27,b'Recept',International
2909,TRASPTN128F14B0EF2,9.307,4.519,0.07019,0.04598,0.00306,0.002212,0.005735,0.002058,1607.0,191.9,0.2243,0.07207,0.5055,0.03631,30.32,10.86,b'Intro 2/ Kick Out The Jams (LP Version)',Pop_Rock
2910,TRASPDG128F1489FAF,11.43,7.355,0.08604,0.06396,0.004369,0.003802,0.005938,0.00234,1590.0,210.6,0.2294,0.08232,0.5249,0.04629,34.88,17.91,b'Seven (Album)',Pop_Rock
2911,TRASTLC128F931603A,5.616,4.512,0.03451,0.0401,0.001388,0.001515,0.003596,0.001418,1602.0,219.5,0.1352,0.04801,0.5525,0.05045,18.02,13.39,b'La paix des \xc3\xa9toiles',Pop_Rock
2912,TRASTBP128F429755E,12.83,9.19,0.08507,0.08085,0.0009746,0.001402,0.003006,0.001811,1634.0,237.6,0.119,0.06928,0.537,0.06465,38.45,22.24,b'Kopla ja kummiset\xc3\xa4',Pop_Rock
2913,TRASTLO128F42683EB,6.811,3.138,0.03748,0.02565,0.002268,0.002815,0.004168,0.001989,1645.0,185.2,0.16,0.06957,0.5975,0.05637,21.95,9.781,b'Gangster Of Love',Pop_Rock
2914,TRASTMN12903CF98DB,9.669,4.325,0.05955,0.02762,0.0001267,0.0001949,0.001313,0.000889,1766.0,247.8,0.05038,0.03337,0.5884,0.07281,23.91,10.05,b'Rubies_ Pearls_ And Emeralds',Jazz
2915,TRASUJK128E0789C12,9.943,7.413,0.07691,0.06168,0.005537,0.007073,0.006534,0.002446,1625.0,206.4,0.248,0.0786,0.5954,0.05768,31.17,18.22,b'Speed Of Sound (Live)',Pop_Rock
2916,TRASUTG128F935A445,9.601,6.006,0.07069,0.04746,0.005418,0.005682,0.007155,0.002548,1629.0,222.3,0.2746,0.08473,0.5425,0.05809,28.86,14.29,b'Container',Pop_Rock
2917,TRASLGT12903CDFC6C,5.072,4.94,0.03329,0.04376,0.003011,0.005379,0.004952,0.003195,1578.0,255.1,0.1759,0.09612,0.6263,0.07073,18.2,17.22,b'love shelter',Electronic
2918,TRASLMY128E0782D6A,3.067,2.412,0.02039,0.02102,0.001327,0.001873,0.003578,0.001675,1837.0,208.2,0.1318,0.05427,0.5172,0.03973,8.674,7.048,b'Moss Garden (1999 Digital Remaster)',Pop_Rock
2919,TRASLWL12903CA752D,9.789,8.027,0.07021,0.06788,0.002978,0.004317,0.005003,0.002189,1592.0,208.8,0.1936,0.07687,0.5819,0.05892,31.18,19.85,b'Deep Into The Day',Pop_Rock
2920,TRASJHN128F421E3F1,2.965,4.69,0.01845,0.03766,0.006523,0.009147,0.00921,0.00471,1616.0,190.6,0.3153,0.1377,0.3688,0.07618,9.901,12.73,b'Drop Sacrifice',Electronic
2921,TRASSFI128F92E2743,13.15,5.434,0.08269,0.03074,0.0008189,0.001089,0.004191,0.002008,1702.0,170.7,0.16,0.07531,0.5308,0.07971,28.59,10.37,b'Stormy Weather',Jazz
2922,TRASSJE128F427927A,2.924,4.999,0.01728,0.0396,0.004079,0.007546,0.009247,0.004731,1615.0,215.3,0.311,0.1211,0.3367,0.1212,9.73,14.35,b'Zero M2',Electronic
2923,TRASSXN128F4261DF1,8.832,7.093,0.06296,0.06602,0.002676,0.005726,0.003979,0.002673,1675.0,227.6,0.1497,0.08564,0.6111,0.05099,28.3,16.98,b'Las Cadenas(Live) (2005 re-mastering) (Live)',Latin
2924,TRASSZI128F146EC5F,6.909,7.232,0.04746,0.05925,0.0083,0.01027,0.008643,0.003412,1569.0,205.1,0.3242,0.1088,0.5726,0.06106,21.21,18.05,b'In My Arms',Pop_Rock
2925,TRASVZZ128EF35EB69,2.933,1.199,0.02054,0.00736,0.00287,0.003101,0.004522,0.001898,1577.0,217.1,0.1635,0.05685,0.5282,0.03087,7.801,2.89,b'Al Doilea Om',Pop_Rock
2926,TRASVHD128F1465963,7.059,10.11,0.0433,0.07124,0.006798,0.00915,0.006567,0.003957,1665.0,234.6,0.2373,0.1228,0.5335,0.07062,22.2,22.92,b'The One',Electronic
2927,TRASVXI12903CF98CD,6.45,4.131,0.04079,0.02835,0.001303,0.002474,0.003403,0.001906,1659.0,264.9,0.1273,0.06465,0.5799,0.07801,16.76,9.784,b'Willow Weep For Me (With Willie Nelson)',Jazz
2928,TRASVNS128E07855BF,8.925,6.751,0.05804,0.06159,0.001488,0.002441,0.004544,0.00207,1742.0,223.8,0.1741,0.07492,0.5074,0.07136,24.38,17.69,b'Have Yourself A Merry Little Christmas (LP Version)',RnB
2929,TRASDRQ128F92FF8A7,5.506,5.267,0.03336,0.04104,0.0002071,0.0003148,0.001643,0.001126,1639.0,296.2,0.06276,0.04217,0.5249,0.08589,14.63,13.48,b'No One Ever Cared For Me Like Jesus',Pop_Rock
2930,TRASDUS12903CA0686,4.248,4.007,0.02623,0.03586,0.004879,0.005728,0.00682,0.003214,1707.0,194.5,0.2464,0.09882,0.5966,0.05203,15.26,12.14,b'Tragedy in Blue',Electronic
2931,TRASDGG128F933EDE2,6.527,4.494,0.04456,0.04128,0.005997,0.006625,0.006737,0.002949,1568.0,199.2,0.2534,0.09242,0.5883,0.0557,22.65,13.74,b'On Independence Day',Pop_Rock
2932,TRASDOI128F1480E28,13.33,6.83,0.09923,0.06262,0.004948,0.007266,0.005715,0.002863,1636.0,232.8,0.2242,0.09913,0.6077,0.06323,39.2,16.81,b'Emergency (Album Version)',Pop_Rock
2933,TRASDYA128F425E84F,16.25,14.78,0.1146,0.1137,0.005135,0.009834,0.005716,0.004865,1605.0,189.8,0.2078,0.1454,0.6205,0.1163,44.92,33.44,b'Help Me',RnB
2934,TRASDIH128F425B6CF,10.94,6.749,0.07528,0.06221,0.004176,0.004754,0.005778,0.002509,1613.0,205.0,0.2255,0.0909,0.5369,0.04903,34.67,17.37,b'Krause seine Kreuzpolka',Folk
2935,TRASDON128F42AD04D,9.98,5.418,0.05953,0.05541,0.001171,0.002274,0.003605,0.002532,1639.0,184.9,0.1388,0.09402,0.5573,0.06729,26.53,16.17,b'Como Nadie Te He Querido',Latin
2936,TRASDMK128F4243937,5.771,5.988,0.03593,0.04757,0.003098,0.004858,0.00537,0.002229,1726.0,261.5,0.1975,0.07683,0.5457,0.05813,19.71,16.0,b'Susan Said',Pop_Rock
2937,TRASDPA128F1462AB8,12.06,3.576,0.08198,0.03296,0.004172,0.00316,0.006795,0.001764,1601.0,189.5,0.2697,0.06298,0.5326,0.04891,33.39,9.577,b'English Dream (2002 Digital Remaster)',Pop_Rock
2938,TRASOEA128F934BF50,13.17,7.946,0.09334,0.07438,0.003897,0.007228,0.005241,0.002578,1618.0,182.3,0.2046,0.08482,0.6018,0.05867,42.29,21.89,b'Sin Ti',Latin
2939,TRASOPN128F9316701,13.74,8.475,0.1068,0.05628,0.009231,0.006926,0.008208,0.002835,1547.0,191.3,0.3206,0.09039,0.5241,0.05011,41.02,16.93,b'Locust Reign (Live in California)',Pop_Rock
2940,TRASOUI128E078F152,8.009,3.761,0.05705,0.03446,0.005432,0.003517,0.007344,0.001769,1625.0,187.7,0.28,0.05488,0.5094,0.03709,22.95,9.627,b'Anyway_ Anyhow_ Anywhere',Pop_Rock
2941,TRASOQC12903CFFED7,11.18,5.829,0.08556,0.04971,0.00814,0.00957,0.007174,0.003031,1574.0,204.6,0.2774,0.09901,0.6082,0.04067,33.88,12.58,b'Intensity In Ten Cities',Pop_Rock
2942,TRASOHJ128F42512B1,7.661,9.082,0.04629,0.06785,0.005245,0.007712,0.006852,0.003686,1638.0,253.6,0.2587,0.1292,0.5151,0.06119,22.56,21.01,b'Ronde Lune',International
2943,TRASOTO128F9325223,13.7,12.87,0.09824,0.105,0.0007418,0.001243,0.002425,0.001293,1666.0,289.3,0.09506,0.04961,0.6229,0.04688,36.7,28.93,b'Windpower (2009 Digital Remaster)',Pop_Rock
2944,TRASOQY128F92FEC9F,6.251,3.836,0.03813,0.03308,0.0003733,0.0004724,0.002285,0.001198,1726.0,221.5,0.08727,0.04409,0.5414,0.06516,18.92,11.2,b'En La Soledad',Latin
2945,TRASXGY128F92C9FC1,6.419,5.329,0.04364,0.04519,0.0008013,0.001069,0.002948,0.00168,1695.0,245.7,0.1092,0.05617,0.5613,0.07006,18.82,14.23,b'Mi Musica Es Para Ti - Original',Latin
2946,TRASXOW12903CB7528,4.201,5.594,0.02695,0.04618,0.0008188,0.001912,0.002096,0.001907,1578.0,155.3,0.07402,0.06315,0.6315,0.07281,14.43,16.93,b'Two Heads One Pillow',Jazz
2947,TRASXSI128F9345EA2,12.87,5.486,0.1056,0.04424,0.006723,0.007228,0.006624,0.002362,1552.0,188.8,0.2622,0.07281,0.5853,0.03929,38.36,12.14,b'Sanctuary',Pop_Rock
2948,TRASXPE12903CBE1D2,7.738,7.687,0.05257,0.05955,0.00569,0.006227,0.00649,0.002755,1617.0,217.3,0.2415,0.08473,0.5377,0.04178,25.51,17.81,b'Nie Wieder (Live Version)',Rap
2949,TRASXZE128F427F156,8.796,5.099,0.05764,0.05095,0.002295,0.003559,0.004457,0.001897,1643.0,221.9,0.1734,0.06626,0.5279,0.06488,29.08,14.98,b'Smile',Pop_Rock
2950,TRASXYB128F428DFF3,9.778,5.779,0.05843,0.03989,0.001745,0.004914,0.00315,0.00305,1676.0,214.5,0.1146,0.09978,0.5999,0.07889,23.65,13.07,b'World Of Vibrations (Album Version)',Rap
2951,TRASKLF128F42946DE,6.545,3.871,0.04149,0.0337,0.0005754,0.0007049,0.002719,0.001165,1760.0,288.5,0.103,0.04064,0.5244,0.04504,17.34,8.88,b'Alovi',Jazz
2952,TRASKII128F92FA33E,10.57,8.483,0.07574,0.07817,0.004794,0.004873,0.006543,0.002303,1555.0,184.6,0.2547,0.08025,0.5428,0.04803,33.25,22.09,b'Whatever Lies Will Help You Rest',Pop_Rock
2953,TRASKYR128F930A576,3.381,4.369,0.02307,0.03893,1.851e-05,2.66e-05,0.0005518,0.0002259,1664.0,220.9,0.01939,0.008214,0.5741,0.07266,11.97,12.72,b'Downstream',Electronic
